"number";"r IL_meas";"i IL_meas"
1067;0.610831;0
1068;0.469914;0
1069;0.641412;0
1070;0.538107;0
1071;0.561744;0
1072;0.500718;0
1073;0.655244;0
1074;0.48905;0
1075;0.69076;0
1076;0.463074;0
1077;0.486677;0
1078;0.435186;0
1079;0.569686;0
1080;0.592256;0
1081;0.464031;0
1082;0.585429;0
1083;0.74582;0
1084;0.456033;0
1085;0.692946;0
1086;0.639667;0
1087;0.56713;0
1088;0.473835;0
1089;0.515283;0
1090;0.518072;0
1091;0.606155;0
1092;0.513896;0
1093;0.5413;0
1094;0.658989;0
1095;0.535837;0
1096;0.505185;0
1097;0.557742;0
1098;0.608989;0
1099;0.583385;0
1100;0.53766;0
1101;0.614275;0
1102;0.467022;0
1103;0.479458;0
1104;0.443606;0
1105;0.559666;0
1106;0.598588;0
1107;0.670377;0
1108;0.593999;0
1109;0.543306;0
1110;0.613412;0
1111;0.643545;0
1112;0.56039;0
1113;0.676671;0
1114;0.523911;0
1115;0.513733;0
1116;0.618672;0
1117;0.505429;0
1118;0.485687;0
1119;0.535446;0
1120;0.551032;0
1121;0.577238;0
1122;0.560302;0
1123;0.605765;0
1124;0.529785;0
1125;0.568507;0
1126;0.647379;0
1127;0.784087;0
1128;0.524818;0
1129;0.508214;0
1130;0.570168;0
1131;0.593318;0
1132;0.544509;0
1133;0.671833;0
1134;0.65002;0
1135;0.641992;0
1136;0.570861;0
1137;0.434176;0
1138;0.53646;0
1139;0.609916;0
1140;0.628219;0
1141;0.573451;0
1142;0.523028;0
1143;0.597452;0
1144;0.52704;0
1145;0.848278;0
1146;0.602972;0
1147;0.546166;0
1148;0.697115;0
1149;0.529891;0
1150;0.50148;0
1151;0.479907;0
1152;0.444335;0
1153;0.534424;0
1154;0.690927;0
1155;0.547645;0
1156;0.573926;0
1157;0.454462;0
1158;0.64899;0
1159;0.564926;0
1160;0.699195;0
1161;0.463373;0
1162;0.506163;0
1163;0.654733;0
1164;0.592369;0
1165;0.588405;0
1166;0.631142;0
1167;0.616119;0
1168;0.604849;0
1169;0.452001;0
1170;0.561777;0
1171;0.508274;0
1172;0.641889;0
1173;0.653526;0
1174;0.487605;0
1175;0.466685;0
1176;0.560667;0
1177;0.572794;0
1178;0.595033;0
1179;0.606415;0
1180;0.541799;0
